po_id,store_id,item_id,order_date,qty_ordered,expected_arrival_date,actual_arrival_date,status,supplier_id
10850,7,13,2017-10-22,100,2017-11-15,2017-11-18,Closed,4
10851,7,13,2017-10-08,200,2017-10-30,2017-11-01,Closed,2
10852,7,13,2017-12-26,200,2018-01-09,,Open,4
10853,8,13,2017-12-17,200,2018-01-08,2018-01-09,Closed,1
10854,8,13,2017-12-03,500,2017-12-14,2017-12-17,Closed,2
10855,8,13,2017-11-19,500,2017-12-08,2017-12-12,Closed,3
10856,8,13,2017-11-05,500,2017-11-24,2017-11-26,Closed,1
10857,8,13,2017-10-22,100,2017-11-06,2017-11-10,Closed,3
10858,8,13,2017-10-08,500,2017-10-26,2017-10-29,Closed,1
10859,9,13,2017-12-17,500,2018-01-07,2018-01-09,Closed,1
10860,9,13,2017-12-03,200,2017-12-23,2017-12-26,Closed,1
10861,9,13,2017-11-19,200,2017-12-04,2017-12-06,Closed,2
10862,9,13,2017-11-05,100,2017-11-28,2017-12-01,Closed,4
10863,9,13,2017-10-22,1000,2017-11-03,2017-11-02,Closed,2
10864,9,13,2017-10-08,200,2017-10-29,2017-11-02,Closed,4
10865,10,13,2017-12-17,1000,2017-12-28,2017-12-29,Closed,1
10866,10,13,2017-12-03,100,2017-12-26,2017-12-27,Closed,2
10867,10,13,2017-11-19,500,2017-12-07,2017-12-06,Closed,4
10868,10,13,2017-11-05,1000,2017-11-15,2017-11-13,Closed,3
10869,10,13,2017-10-22,100,2017-11-14,2017-11-18,Closed,2
10870,10,13,2017-10-08,200,2017-10-22,2017-10-22,Closed,1
10871,1,14,2017-12-17,1000,2018-01-06,2018-01-10,Closed,1
10872,1,14,2017-12-03,1000,2017-12-18,2017-12-16,Closed,4
10873,1,14,2017-11-19,1000,2017-12-08,2017-12-12,Closed,3
10874,1,14,2017-11-05,200,2017-11-27,2017-11-26,Closed,3
10875,1,14,2017-10-22,200,2017-11-05,2017-11-05,Closed,3
10876,1,14,2017-10-08,100,2017-10-29,2017-10-31,Closed,2
10877,1,14,2017-12-27,200,2018-01-18,,Open,4
10878,2,14,2017-12-17,100,2018-01-08,2018-01-12,Closed,2
10879,2,14,2017-12-03,500,2017-12-18,2017-12-16,Closed,4
10880,2,14,2017-11-19,200,2017-12-11,2017-12-15,Closed,2
10881,2,14,2017-11-05,100,2017-11-25,2017-11-25,Closed,3
10882,2,14,2017-10-22,1000,2017-11-13,2017-11-12,Closed,3
10883,2,14,2017-10-08,500,2017-10-30,2017-10-28,Closed,3
10884,3,14,2017-12-17,500,2018-01-02,2018-01-04,Closed,3
10885,3,14,2017-12-03,200,2017-12-26,2017-12-24,Closed,1
10886,3,14,2017-11-19,500,2017-12-05,2017-12-07,Closed,1
10887,3,14,2017-11-05,1000,2017-11-18,2017-11-20,Closed,1
10888,3,14,2017-10-22,100,2017-11-05,2017-11-07,Closed,3
10889,3,14,2017-10-08,500,2017-10-29,2017-10-27,Closed,3
10890,4,14,2017-12-17,200,2017-12-27,2017-12-27,Closed,2
10891,4,14,2017-12-03,100,2017-12-17,2017-12-19,Closed,3
10892,4,14,2017-11-19,200,2017-12-12,2017-12-10,Closed,3
10893,4,14,2017-11-05,500,2017-11-19,2017-11-23,Closed,2
10894,4,14,2017-10-22,100,2017-11-01,2017-10-31,Closed,2
10895,4,14,2017-10-08,1000,2017-10-22,2017-10-23,Closed,4
10896,4,14,2017-12-25,200,2018-01-08,,Open,3
10897,5,14,2017-12-17,1000,2017-12-27,2017-12-28,Closed,1
10898,5,14,2017-12-03,500,2017-12-15,2017-12-19,Closed,3
10899,5,14,2017-11-19,500,2017-12-03,2017-12-02,Closed,2
10900,5,14,2017-11-05,100,2017-11-20,2017-11-19,Closed,2
10901,5,14,2017-10-22,500,2017-11-13,2017-11-17,Closed,1
10902,5,14,2017-10-08,500,2017-10-19,2017-10-17,Closed,3
10903,5,14,2017-12-29,200,2018-01-08,,Open,4
10904,6,14,2017-12-17,200,2017-12-31,2018-01-02,Closed,1
10905,6,14,2017-12-03,500,2017-12-24,2017-12-27,Closed,2
10906,6,14,2017-11-19,200,2017-11-29,2017-12-02,Closed,3
10907,6,14,2017-11-05,500,2017-11-19,2017-11-18,Closed,4
10908,6,14,2017-10-22,100,2017-11-05,2017-11-09,Closed,1
10909,6,14,2017-10-08,500,2017-10-23,2017-10-27,Closed,4
10910,7,14,2017-12-17,100,2018-01-10,2018-01-14,Closed,3
10911,7,14,2017-12-03,500,2017-12-24,2017-12-26,Closed,2
10912,7,14,2017-11-19,1000,2017-12-09,2017-12-11,Closed,1
10913,7,14,2017-11-05,500,2017-11-23,2017-11-25,Closed,1
10914,7,14,2017-10-22,100,2017-11-04,2017-11-06,Closed,2
10915,7,14,2017-10-08,200,2017-10-29,2017-10-27,Closed,4
10916,7,14,2017-12-29,500,2018-01-22,,Open,2
10917,8,14,2017-12-17,100,2017-12-29,2017-12-27,Closed,3
10918,8,14,2017-12-03,500,2017-12-21,2017-12-22,Closed,3
10919,8,14,2017-11-19,500,2017-12-08,2017-12-07,Closed,2
10920,8,14,2017-11-05,200,2017-11-16,2017-11-18,Closed,2
10921,8,14,2017-10-22,500,2017-11-13,2017-11-17,Closed,3
10922,8,14,2017-10-08,1000,2017-10-25,2017-10-26,Closed,4
10923,8,14,2017-12-24,200,2018-01-08,,Open,4
10924,9,14,2017-12-17,200,2018-01-08,2018-01-11,Closed,3
10925,9,14,2017-12-03,200,2017-12-23,2017-12-21,Closed,3
10926,9,14,2017-11-19,500,2017-12-01,2017-11-29,Closed,1
10927,9,14,2017-11-05,500,2017-11-28,2017-12-02,Closed,1
10928,9,14,2017-10-22,200,2017-11-02,2017-11-03,Closed,4
10929,9,14,2017-10-08,500,2017-10-18,2017-10-21,Closed,1
10930,10,14,2017-12-17,500,2018-01-03,2018-01-06,Closed,1
10931,10,14,2017-12-03,200,2017-12-18,2017-12-16,Closed,1
10932,10,14,2017-11-19,200,2017-12-04,2017-12-04,Closed,4
10933,10,14,2017-11-05,200,2017-11-22,2017-11-20,Closed,3
10934,10,14,2017-10-22,100,2017-11-11,2017-11-09,Closed,1
10935,10,14,2017-10-08,100,2017-10-19,2017-10-21,Closed,4
10936,1,15,2017-12-17,200,2017-12-28,2017-12-30,Closed,1
10937,1,15,2017-12-03,500,2017-12-25,2017-12-24,Closed,4
10938,1,15,2017-11-19,1000,2017-12-11,2017-12-10,Closed,4
10939,1,15,2017-11-05,1000,2017-11-23,2017-11-23,Closed,4
10940,1,15,2017-10-22,100,2017-11-07,2017-11-06,Closed,4
10941,1,15,2017-10-08,1000,2017-10-24,2017-10-25,Closed,4
10942,1,15,2017-12-28,200,2018-01-07,,Open,4
10943,2,15,2017-12-17,500,2018-01-06,2018-01-07,Closed,3
10944,2,15,2017-12-03,500,2017-12-15,2017-12-17,Closed,1
10945,2,15,2017-11-19,500,2017-12-02,2017-12-02,Closed,1
10946,2,15,2017-11-05,1000,2017-11-23,2017-11-21,Closed,2
10947,2,15,2017-10-22,1000,2017-11-05,2017-11-04,Closed,1
10948,2,15,2017-10-08,100,2017-10-26,2017-10-24,Closed,2
10949,2,15,2017-12-29,500,2018-01-12,,Open,3
10950,3,15,2017-12-17,100,2017-12-29,2018-01-01,Closed,2
10951,3,15,2017-12-03,500,2017-12-22,2017-12-25,Closed,2
10952,3,15,2017-11-19,100,2017-12-04,2017-12-08,Closed,2
10953,3,15,2017-11-05,200,2017-11-18,2017-11-16,Closed,2
10954,3,15,2017-10-22,200,2017-11-01,2017-11-04,Closed,1
10955,3,15,2017-10-08,500,2017-10-29,2017-10-31,Closed,3
10956,4,15,2017-12-17,1000,2018-01-09,2018-01-12,Closed,3
10957,4,15,2017-12-03,200,2017-12-14,2017-12-12,Closed,4
10958,4,15,2017-11-19,100,2017-12-04,2017-12-07,Closed,4
10959,4,15,2017-11-05,500,2017-11-22,2017-11-25,Closed,3
10960,4,15,2017-10-22,500,2017-11-02,2017-11-01,Closed,3
10961,4,15,2017-10-08,500,2017-10-31,2017-10-29,Closed,2
10962,4,15,2017-12-30,500,2018-01-20,,Open,3
10963,5,15,2017-12-17,500,2018-01-02,2018-01-05,Closed,4
10964,5,15,2017-12-03,1000,2017-12-21,2017-12-25,Closed,2
10965,5,15,2017-11-19,500,2017-12-09,2017-12-09,Closed,4
10966,5,15,2017-11-05,100,2017-11-21,2017-11-24,Closed,3
10967,5,15,2017-10-22,100,2017-11-07,2017-11-05,Closed,1
10968,5,15,2017-10-08,500,2017-10-27,2017-10-31,Closed,1
10969,5,15,2017-12-23,500,2018-01-12,,Open,1
10970,6,15,2017-12-17,500,2018-01-10,2018-01-14,Closed,4
10971,6,15,2017-12-03,200,2017-12-14,2017-12-18,Closed,2
10972,6,15,2017-11-19,100,2017-12-06,2017-12-10,Closed,3
10973,6,15,2017-11-05,100,2017-11-26,2017-11-26,Closed,1
10974,6,15,2017-10-22,100,2017-11-07,2017-11-08,Closed,1
10975,6,15,2017-10-08,500,2017-10-24,2017-10-22,Closed,4
10976,6,15,2017-12-23,200,2018-01-14,,Open,3
10977,7,15,2017-12-17,500,2017-12-30,2017-12-30,Closed,1
10978,7,15,2017-12-03,100,2017-12-24,2017-12-23,Closed,3
10979,7,15,2017-11-19,200,2017-12-13,2017-12-12,Closed,1
10980,7,15,2017-11-05,100,2017-11-29,2017-12-03,Closed,4
10981,7,15,2017-10-22,200,2017-11-04,2017-11-04,Closed,4
10982,7,15,2017-10-08,200,2017-10-28,2017-10-29,Closed,4
10983,7,15,2017-12-28,200,2018-01-13,,Open,3
10984,8,15,2017-12-17,1000,2018-01-08,2018-01-11,Closed,1
10985,8,15,2017-12-03,1000,2017-12-21,2017-12-22,Closed,3
10986,8,15,2017-11-19,1000,2017-11-29,2017-12-03,Closed,2
10987,8,15,2017-11-05,200,2017-11-16,2017-11-17,Closed,1
10988,8,15,2017-10-22,1000,2017-11-08,2017-11-07,Closed,2
10989,8,15,2017-10-08,200,2017-11-01,2017-11-01,Closed,4
10990,8,15,2017-12-22,200,2018-01-15,,Open,1
10991,9,15,2017-12-17,100,2018-01-05,2018-01-03,Closed,1
10992,9,15,2017-12-03,1000,2017-12-15,2017-12-13,Closed,3
10993,9,15,2017-11-19,1000,2017-11-29,2017-11-29,Closed,3
10994,9,15,2017-11-05,100,2017-11-19,2017-11-22,Closed,2
10995,9,15,2017-10-22,500,2017-11-04,2017-11-02,Closed,3
10996,9,15,2017-10-08,1000,2017-10-31,2017-10-30,Closed,1
10997,9,15,2017-12-28,500,2018-01-21,,Open,1
10998,10,15,2017-12-17,100,2017-12-27,2017-12-26,Closed,1
10999,10,15,2017-12-03,1000,2017-12-24,2017-12-26,Closed,2
11000,10,15,2017-11-19,1000,2017-12-10,2017-12-09,Closed,3
11001,10,15,2017-11-05,100,2017-11-26,2017-11-24,Closed,2
11002,10,15,2017-10-22,1000,2017-11-14,2017-11-16,Closed,4
11003,10,15,2017-10-08,100,2017-10-19,2017-10-22,Closed,4
11004,1,16,2017-12-17,500,2017-12-31,2017-12-29,Closed,1
11005,1,16,2017-12-03,1000,2017-12-13,2017-12-16,Closed,4
11006,1,16,2017-11-19,500,2017-12-08,2017-12-08,Closed,4
11007,1,16,2017-11-05,500,2017-11-19,2017-11-23,Closed,1
11008,1,16,2017-10-22,1000,2017-11-06,2017-11-05,Closed,4
11009,1,16,2017-10-08,1000,2017-10-23,2017-10-22,Closed,1
11010,2,16,2017-12-17,500,2017-12-31,2017-12-30,Closed,2
11011,2,16,2017-12-03,1000,2017-12-14,2017-12-17,Closed,3
11012,2,16,2017-11-19,200,2017-12-01,2017-11-30,Closed,2
11013,2,16,2017-11-05,200,2017-11-16,2017-11-15,Closed,3
11014,2,16,2017-10-22,1000,2017-11-02,2017-10-31,Closed,4
11015,2,16,2017-10-08,1000,2017-10-25,2017-10-27,Closed,3
11016,3,16,2017-12-17,500,2018-01-04,2018-01-02,Closed,4
11017,3,16,2017-12-03,100,2017-12-20,2017-12-18,Closed,3
11018,3,16,2017-11-19,500,2017-12-12,2017-12-11,Closed,4
11019,3,16,2017-11-05,100,2017-11-25,2017-11-26,Closed,3
11020,3,16,2017-10-22,200,2017-11-09,2017-11-09,Closed,1
11021,3,16,2017-10-08,1000,2017-10-19,2017-10-18,Closed,1
11022,3,16,2017-12-29,200,2018-01-14,,Open,4
11023,4,16,2017-12-17,100,2018-01-05,2018-01-09,Closed,3
11024,4,16,2017-12-03,100,2017-12-17,2017-12-17,Closed,2
11025,4,16,2017-11-19,500,2017-12-12,2017-12-10,Closed,2
11026,4,16,2017-11-05,500,2017-11-25,2017-11-24,Closed,1
11027,4,16,2017-10-22,200,2017-11-08,2017-11-06,Closed,1
11028,4,16,2017-10-08,200,2017-10-21,2017-10-21,Closed,3
11029,4,16,2017-12-29,500,2018-01-18,,Open,1
11030,5,16,2017-12-17,500,2018-01-10,2018-01-11,Closed,1
11031,5,16,2017-12-03,100,2017-12-24,2017-12-22,Closed,2
11032,5,16,2017-11-19,1000,2017-11-29,2017-12-02,Closed,3
11033,5,16,2017-11-05,200,2017-11-25,2017-11-28,Closed,3
11034,5,16,2017-10-22,1000,2017-11-07,2017-11-10,Closed,2
11035,5,16,2017-10-08,200,2017-10-19,2017-10-21,Closed,1
11036,5,16,2017-12-28,500,2018-01-16,,Open,3
11037,6,16,2017-12-17,200,2017-12-30,2017-12-31,Closed,1
11038,6,16,2017-12-03,200,2017-12-14,2017-12-18,Closed,1
11039,6,16,2017-11-19,100,2017-12-11,2017-12-11,Closed,4
11040,6,16,2017-11-05,100,2017-11-18,2017-11-22,Closed,2
11041,6,16,2017-10-22,1000,2017-11-06,2017-11-04,Closed,4
11042,6,16,2017-10-08,1000,2017-10-21,2017-10-19,Closed,2
11043,6,16,2017-12-26,500,2018-01-16,,Open,4
11044,7,16,2017-12-17,200,2018-01-10,2018-01-12,Closed,4
11045,7,16,2017-12-03,200,2017-12-26,2017-12-29,Closed,4
11046,7,16,2017-11-19,100,2017-12-05,2017-12-04,Closed,4
11047,7,16,2017-11-05,200,2017-11-15,2017-11-14,Closed,1
11048,7,16,2017-10-22,1000,2017-11-07,2017-11-05,Closed,2
11049,7,16,2017-10-08,500,2017-10-30,2017-11-02,Closed,1
11050,8,16,2017-12-17,200,2018-01-04,2018-01-03,Closed,1
11051,8,16,2017-12-03,500,2017-12-21,2017-12-19,Closed,2
11052,8,16,2017-11-19,1000,2017-12-11,2017-12-14,Closed,3
11053,8,16,2017-11-05,100,2017-11-18,2017-11-17,Closed,1
11054,8,16,2017-10-22,1000,2017-11-09,2017-11-12,Closed,4
11055,8,16,2017-10-08,100,2017-10-28,2017-10-28,Closed,4
11056,9,16,2017-12-17,500,2017-12-31,2018-01-01,Closed,2
11057,9,16,2017-12-03,1000,2017-12-15,2017-12-13,Closed,1
11058,9,16,2017-11-19,100,2017-12-03,2017-12-06,Closed,3
11059,9,16,2017-11-05,1000,2017-11-16,2017-11-20,Closed,1
11060,9,16,2017-10-22,200,2017-11-15,2017-11-17,Closed,3
11061,9,16,2017-10-08,1000,2017-10-23,2017-10-21,Closed,2
11062,9,16,2017-12-29,200,2018-01-15,,Open,1
11063,10,16,2017-12-17,200,2017-12-28,2018-01-01,Closed,4
11064,10,16,2017-12-03,200,2017-12-17,2017-12-20,Closed,1
11065,10,16,2017-11-19,100,2017-12-13,2017-12-12,Closed,4
11066,10,16,2017-11-05,100,2017-11-26,2017-11-27,Closed,3
11067,10,16,2017-10-22,200,2017-11-15,2017-11-13,Closed,1
11068,10,16,2017-10-08,500,2017-10-26,2017-10-30,Closed,3
11069,10,16,2017-12-26,500,2018-01-05,,Open,4
11070,1,17,2017-12-17,100,2018-01-06,2018-01-06,Closed,4
11071,1,17,2017-12-03,1000,2017-12-26,2017-12-28,Closed,2
11072,1,17,2017-11-19,1000,2017-12-01,2017-12-01,Closed,3
11073,1,17,2017-11-05,100,2017-11-28,2017-12-02,Closed,4
11074,1,17,2017-10-22,1000,2017-11-10,2017-11-08,Closed,3
11075,1,17,2017-10-08,1000,2017-10-20,2017-10-18,Closed,3
11076,1,17,2017-12-28,500,2018-01-18,,Open,2
11077,2,17,2017-12-17,100,2017-12-27,2017-12-31,Closed,1
11078,2,17,2017-12-03,200,2017-12-13,2017-12-15,Closed,2
11079,2,17,2017-11-19,200,2017-12-07,2017-12-11,Closed,3
11080,2,17,2017-11-05,1000,2017-11-25,2017-11-27,Closed,4
11081,2,17,2017-10-22,200,2017-11-02,2017-11-04,Closed,4
11082,2,17,2017-10-08,100,2017-10-28,2017-10-27,Closed,3
11083,2,17,2017-12-27,500,2018-01-14,,Open,3
11084,3,17,2017-12-17,100,2018-01-02,2018-01-01,Closed,1
11085,3,17,2017-12-03,1000,2017-12-24,2017-12-27,Closed,3
11086,3,17,2017-11-19,200,2017-12-04,2017-12-04,Closed,1
11087,3,17,2017-11-05,1000,2017-11-15,2017-11-14,Closed,3
11088,3,17,2017-10-22,100,2017-11-05,2017-11-07,Closed,4
11089,3,17,2017-10-08,100,2017-10-24,2017-10-22,Closed,1
11090,3,17,2017-12-22,200,2018-01-09,,Open,3
11091,4,17,2017-12-17,1000,2017-12-28,2017-12-30,Closed,3
11092,4,17,2017-12-03,500,2017-12-25,2017-12-26,Closed,4
11093,4,17,2017-11-19,200,2017-12-07,2017-12-09,Closed,3
11094,4,17,2017-11-05,200,2017-11-29,2017-12-02,Closed,3
11095,4,17,2017-10-22,1000,2017-11-06,2017-11-07,Closed,1
11096,4,17,2017-10-08,1000,2017-10-19,2017-10-22,Closed,2
11097,4,17,2017-12-29,200,2018-01-22,,Open,2
11098,5,17,2017-12-17,100,2018-01-09,2018-01-08,Closed,1
11099,5,17,2017-12-03,200,2017-12-15,2017-12-17,Closed,3
11100,5,17,2017-11-19,500,2017-12-03,2017-12-06,Closed,2
11101,5,17,2017-11-05,100,2017-11-16,2017-11-18,Closed,3
11102,5,17,2017-10-22,500,2017-11-03,2017-11-04,Closed,1
11103,5,17,2017-10-08,100,2017-10-20,2017-10-19,Closed,4
11104,5,17,2017-12-27,200,2018-01-19,,Open,4
11105,6,17,2017-12-17,1000,2017-12-31,2017-12-29,Closed,2
11106,6,17,2017-12-03,100,2017-12-27,2017-12-29,Closed,2
11107,6,17,2017-11-19,100,2017-12-07,2017-12-06,Closed,1
11108,6,17,2017-11-05,500,2017-11-21,2017-11-22,Closed,3
11109,6,17,2017-10-22,200,2017-11-14,2017-11-13,Closed,1
11110,6,17,2017-10-08,200,2017-10-28,2017-10-28,Closed,4
11111,6,17,2017-12-24,200,2018-01-17,,Open,4
11112,7,17,2017-12-17,500,2017-12-27,2017-12-26,Closed,3
11113,7,17,2017-12-03,1000,2017-12-19,2017-12-17,Closed,3
11114,7,17,2017-11-19,200,2017-12-07,2017-12-06,Closed,2
11115,7,17,2017-11-05,200,2017-11-17,2017-11-17,Closed,4
11116,7,17,2017-10-22,1000,2017-11-14,2017-11-17,Closed,1
11117,7,17,2017-10-08,200,2017-10-30,2017-10-29,Closed,2
11118,7,17,2017-12-27,200,2018-01-16,,Open,3
11119,8,17,2017-12-17,200,2018-01-09,2018-01-07,Closed,4
11120,8,17,2017-12-03,200,2017-12-24,2017-12-26,Closed,3
11121,8,17,2017-11-19,1000,2017-12-13,2017-12-13,Closed,4
11122,8,17,2017-11-05,100,2017-11-18,2017-11-18,Closed,4
11123,8,17,2017-10-22,500,2017-11-14,2017-11-17,Closed,4
11124,8,17,2017-10-08,100,2017-10-26,2017-10-30,Closed,3
11125,8,17,2017-12-24,500,2018-01-12,,Open,3
11126,9,17,2017-12-17,500,2018-01-03,2018-01-06,Closed,4
11127,9,17,2017-12-03,200,2017-12-15,2017-12-16,Closed,4
11128,9,17,2017-11-19,200,2017-12-10,2017-12-10,Closed,4
11129,9,17,2017-11-05,500,2017-11-23,2017-11-25,Closed,4
11130,9,17,2017-10-22,100,2017-11-04,2017-11-04,Closed,1
11131,9,17,2017-10-08,200,2017-10-23,2017-10-22,Closed,2
11132,9,17,2017-12-25,500,2018-01-15,,Open,3
11133,10,17,2017-12-17,500,2017-12-28,2017-12-31,Closed,4
11134,10,17,2017-12-03,200,2017-12-13,2017-12-13,Closed,4
11135,10,17,2017-11-19,100,2017-12-03,2017-12-01,Closed,4
11136,10,17,2017-11-05,1000,2017-11-17,2017-11-16,Closed,4
11137,10,17,2017-10-22,100,2017-11-14,2017-11-14,Closed,3
11138,10,17,2017-10-08,100,2017-10-18,2017-10-16,Closed,2
11139,10,17,2017-12-26,500,2018-01-13,,Open,3
11140,1,18,2017-12-17,1000,2018-01-01,2017-12-30,Closed,1
11141,1,18,2017-12-03,100,2017-12-15,2017-12-17,Closed,3
11142,1,18,2017-11-19,500,2017-12-08,2017-12-09,Closed,3
11143,1,18,2017-11-05,1000,2017-11-20,2017-11-23,Closed,1
11144,1,18,2017-10-22,1000,2017-11-12,2017-11-12,Closed,4
11145,1,18,2017-10-08,200,2017-10-29,2017-10-27,Closed,1
11146,2,18,2017-12-17,500,2018-01-01,2018-01-02,Closed,4
11147,2,18,2017-12-03,100,2017-12-27,2017-12-31,Closed,3
11148,2,18,2017-11-19,100,2017-12-08,2017-12-08,Closed,1
11149,2,18,2017-11-05,100,2017-11-15,2017-11-14,Closed,4
11150,2,18,2017-10-22,1000,2017-11-03,2017-11-05,Closed,4
11151,2,18,2017-10-08,1000,2017-10-22,2017-10-23,Closed,3
11152,2,18,2017-12-23,200,2018-01-10,,Open,3
11153,3,18,2017-12-17,500,2018-01-01,2017-12-30,Closed,4
11154,3,18,2017-12-03,200,2017-12-14,2017-12-18,Closed,2
11155,3,18,2017-11-19,100,2017-12-09,2017-12-10,Closed,4
11156,3,18,2017-11-05,500,2017-11-15,2017-11-16,Closed,4
11157,3,18,2017-10-22,500,2017-11-06,2017-11-04,Closed,4
11158,3,18,2017-10-08,100,2017-10-30,2017-11-01,Closed,2
11159,4,18,2017-12-17,200,2018-01-07,2018-01-11,Closed,2
11160,4,18,2017-12-03,200,2017-12-18,2017-12-18,Closed,4
11161,4,18,2017-11-19,100,2017-12-07,2017-12-09,Closed,1
11162,4,18,2017-11-05,500,2017-11-15,2017-11-18,Closed,1
11163,4,18,2017-10-22,100,2017-11-13,2017-11-16,Closed,1
11164,4,18,2017-10-08,500,2017-10-31,2017-11-02,Closed,1
11165,5,18,2017-12-17,100,2018-01-01,2017-12-30,Closed,2
11166,5,18,2017-12-03,1000,2017-12-24,2017-12-22,Closed,1
11167,5,18,2017-11-19,1000,2017-12-06,2017-12-08,Closed,3
11168,5,18,2017-11-05,200,2017-11-17,2017-11-20,Closed,3
11169,5,18,2017-10-22,100,2017-11-15,2017-11-17,Closed,2
11170,5,18,2017-10-08,100,2017-10-26,2017-10-25,Closed,2
11171,5,18,2017-12-27,200,2018-01-20,,Open,2
11172,6,18,2017-12-17,100,2018-01-08,2018-01-06,Closed,3
11173,6,18,2017-12-03,200,2017-12-20,2017-12-21,Closed,4
11174,6,18,2017-11-19,1000,2017-12-12,2017-12-13,Closed,2
11175,6,18,2017-11-05,100,2017-11-16,2017-11-14,Closed,2
11176,6,18,2017-10-22,500,2017-11-04,2017-11-02,Closed,3
11177,6,18,2017-10-08,200,2017-10-26,2017-10-30,Closed,3
11178,6,18,2017-12-27,500,2018-01-10,,Open,3
11179,7,18,2017-12-17,100,2017-12-29,2018-01-02,Closed,4
11180,7,18,2017-12-03,500,2017-12-21,2017-12-20,Closed,4
11181,7,18,2017-11-19,200,2017-12-01,2017-12-04,Closed,3
11182,7,18,2017-11-05,200,2017-11-22,2017-11-23,Closed,2
11183,7,18,2017-10-22,200,2017-11-08,2017-11-10,Closed,1
11184,7,18,2017-10-08,500,2017-10-19,2017-10-18,Closed,2
11185,7,18,2017-12-25,500,2018-01-18,,Open,4
11186,8,18,2017-12-17,100,2018-01-09,2018-01-11,Closed,1
11187,8,18,2017-12-03,200,2017-12-25,2017-12-25,Closed,4
11188,8,18,2017-11-19,200,2017-12-12,2017-12-15,Closed,1
11189,8,18,2017-11-05,500,2017-11-25,2017-11-29,Closed,4
11190,8,18,2017-10-22,100,2017-11-02,2017-11-05,Closed,1
11191,8,18,2017-10-08,500,2017-10-18,2017-10-18,Closed,4
11192,8,18,2017-12-27,500,2018-01-10,,Open,3
11193,9,18,2017-12-17,1000,2018-01-04,2018-01-07,Closed,2
11194,9,18,2017-12-03,200,2017-12-23,2017-12-27,Closed,1
11195,9,18,2017-11-19,500,2017-12-09,2017-12-10,Closed,4
11196,9,18,2017-11-05,1000,2017-11-28,2017-12-02,Closed,2
11197,9,18,2017-10-22,1000,2017-11-08,2017-11-11,Closed,4
11198,9,18,2017-10-08,1000,2017-10-21,2017-10-24,Closed,2
11199,9,18,2017-12-26,500,2018-01-12,,Open,2
11200,10,18,2017-12-17,1000,2018-01-06,2018-01-10,Closed,4
11201,10,18,2017-12-03,200,2017-12-14,2017-12-16,Closed,4
11202,10,18,2017-11-19,200,2017-12-05,2017-12-08,Closed,4
11203,10,18,2017-11-05,200,2017-11-21,2017-11-20,Closed,1
11204,10,18,2017-10-22,100,2017-11-08,2017-11-10,Closed,3
11205,10,18,2017-10-08,1000,2017-10-21,2017-10-25,Closed,1
11206,10,18,2017-12-25,200,2018-01-04,,Open,3
11207,1,19,2017-12-17,500,2018-01-02,2018-01-03,Closed,4
11208,1,19,2017-12-03,100,2017-12-25,2017-12-29,Closed,2
11209,1,19,2017-11-19,500,2017-12-06,2017-12-04,Closed,2
11210,1,19,2017-11-05,500,2017-11-28,2017-11-30,Closed,3
11211,1,19,2017-10-22,500,2017-11-05,2017-11-08,Closed,1
11212,1,19,2017-10-08,100,2017-10-21,2017-10-22,Closed,4
11213,1,19,2017-12-24,200,2018-01-15,,Open,1
11214,2,19,2017-12-17,500,2018-01-04,2018-01-02,Closed,3
11215,2,19,2017-12-03,200,2017-12-17,2017-12-17,Closed,1
11216,2,19,2017-11-19,1000,2017-12-06,2017-12-06,Closed,1
11217,2,19,2017-11-05,100,2017-11-29,2017-12-02,Closed,1
11218,2,19,2017-10-22,500,2017-11-04,2017-11-03,Closed,4
11219,2,19,2017-10-08,100,2017-10-23,2017-10-22,Closed,1
11220,2,19,2017-12-25,200,2018-01-12,,Open,4
11221,3,19,2017-12-17,100,2018-01-07,2018-01-05,Closed,3
11222,3,19,2017-12-03,100,2017-12-18,2017-12-16,Closed,3
11223,3,19,2017-11-19,200,2017-12-03,2017-12-07,Closed,2
11224,3,19,2017-11-05,100,2017-11-29,2017-11-30,Closed,2
11225,3,19,2017-10-22,200,2017-11-15,2017-11-19,Closed,4
11226,3,19,2017-10-08,1000,2017-10-18,2017-10-19,Closed,4
11227,4,19,2017-12-17,100,2017-12-30,2018-01-02,Closed,4
11228,4,19,2017-12-03,1000,2017-12-15,2017-12-15,Closed,3
11229,4,19,2017-11-19,1000,2017-12-12,2017-12-15,Closed,4
11230,4,19,2017-11-05,1000,2017-11-28,2017-11-26,Closed,2
11231,4,19,2017-10-22,500,2017-11-03,2017-11-04,Closed,4
11232,4,19,2017-10-08,500,2017-10-31,2017-10-30,Closed,2
11233,4,19,2017-12-29,200,2018-01-19,,Open,4
11234,5,19,2017-12-17,100,2017-12-31,2018-01-02,Closed,4
11235,5,19,2017-12-03,200,2017-12-22,2017-12-24,Closed,3
11236,5,19,2017-11-19,500,2017-12-05,2017-12-07,Closed,3
11237,5,19,2017-11-05,200,2017-11-28,2017-11-27,Closed,4
11238,5,19,2017-10-22,100,2017-11-13,2017-11-12,Closed,4
11239,5,19,2017-10-08,100,2017-10-30,2017-10-29,Closed,4
11240,5,19,2017-12-24,200,2018-01-11,,Open,3
11241,6,19,2017-12-17,500,2018-01-04,2018-01-08,Closed,1
11242,6,19,2017-12-03,200,2017-12-17,2017-12-16,Closed,1
